"tip","mean","median","sd","CI_low","CI_high"
"138",0.084392227204761,0.0792421860013157,0.458633887547721,-0.801087488616042,1.02804860148483
"8",0.0919953729269752,0.0950500681214591,0.717732249045214,-1.34500531959472,1.48742024678273
"63",0.0927358143170986,0.0832207845010651,0.710456844318107,-1.30897856149965,1.52635060602014
"320",0.0931876894389742,0.0871135000792277,1.12032257610834,-2.12704727670723,2.33887414250242
"330",0.0964388389919828,0.0955951259129538,1.1235648895633,-2.10897642040493,2.38664263176806
"414",0.0989088262709073,0.0960875326063451,0.7481739606162,-1.34754031190525,1.61422467638817
"542",0.0990105936690446,0.092055436022122,0.45714728094886,-0.821837865320091,1.00006350755943
"394",0.109381466938076,0.110609929155301,0.822958322627577,-1.532536260738,1.74009323119713
"42",0.111669200255464,0.0988261423879183,0.688750837293857,-1.20284649287446,1.52898446359122
"273",0.112796440932128,0.101600468934661,0.909873006444393,-1.68334023690325,1.90896601480929
"49",0.113833469213313,0.108603144539,0.823317334517052,-1.50522968935505,1.76805659068106
"75",0.122311525759192,0.145282240226069,0.764018605243654,-1.45904329710566,1.56188750791427
"255",0.129462636408128,0.119905841208638,0.450895050545181,-0.764511396163603,1.02079167853081
"415",0.129957167960691,0.131135324759082,0.705253991289064,-1.29995587751894,1.49675446801742
"398",0.130152890337945,0.132042176810728,0.70535825643937,-1.28447865510005,1.50934036341395
"438",0.135354585517065,0.1238278611104,0.820095420181689,-1.44601696064616,1.80401758564139
"16",0.142357075233514,0.13834955862144,1.08512402337821,-2.08891129673328,2.22308441178728
"324",0.14546297677832,0.138749062429981,0.818916328018655,-1.45942028421282,1.79619566374103
"436",0.152376802280359,0.145263754086116,0.895252153658038,-1.63659814918515,1.90580255179157
"447",0.154755943133555,0.144426951562712,1.38962192661075,-2.59722165560679,2.93679126326616
"419",0.154807951315904,0.143756523206664,1.38925217088589,-2.57733032155239,2.95632912577618
"425",0.15799579024416,0.146722529783665,0.440725335705385,-0.714972209999897,1.02773142528866
"145",0.160255569596111,0.154709600372689,0.748569698384879,-1.32123153404873,1.6311926810136
"65",0.160916954725965,0.149839268925233,0.442186008387527,-0.714203077789166,1.03874957116695
"262",0.161788982356417,0.159252064453188,1.26062757156576,-2.34276453436842,2.66212585371576
"223",0.167841659095147,0.156453700512512,0.439686238163124,-0.699192185880729,1.040293405857
"449",0.168444235186658,0.1526208193075,0.735186646756193,-1.26865998999215,1.64213363552707
"29",0.171824517675943,0.161014751389953,0.439436283445696,-0.711923177174238,1.02872332208403
"193",0.176745347025474,0.172666438619389,1.35217252676835,-2.46253088084028,2.92653376960589
"546",0.17895233233204,0.168144516312762,0.93073129894819,-1.62661294912511,2.05643122348837
"483",0.186493417628319,0.172308119446507,1.45382100929696,-2.65960959441402,3.14744152768986
"534",0.200710894514632,0.193598993948706,1.01027171981241,-1.79378379020278,2.21216866643894
"175",0.208178201210523,0.199686220444772,1.48070370334886,-2.74570435894646,3.15823880243631
"259",0.217853874983864,0.212444176819259,0.778101895672845,-1.30370142364655,1.78327165549434
"37",0.217957249983837,0.202203562427239,1.55874196154641,-2.7992384696616,3.4116150296674
"225",0.237405337590573,0.240655841197489,0.922466078366481,-1.60563665909139,2.0479885499398
"316",0.240113627973649,0.225839383483863,0.79071759175848,-1.30792544285018,1.81168211532727
"121",0.24042864285008,0.225834325945886,1.01572932742286,-1.75607814005143,2.26532669469006
"239",0.244260401878767,0.23267800801293,0.78792541118754,-1.29520733789458,1.81768244273777
"252",0.24599498239944,0.23820310705309,0.786276448447219,-1.3331192787893,1.78490076651293
"488",0.25274591722625,0.253927833673694,0.921738127284253,-1.56771394705997,2.09183156548803
"486",0.25308511632136,0.255977422620042,0.920505241570014,-1.58772894803856,2.06592981262096
"253",0.261127150731566,0.251685666417032,1.483578166591,-2.67243739818909,3.23237963661751
"276",0.268095624091827,0.275233475305854,1.23606621573352,-2.22241033239049,2.67948444717591
"301",0.284330549598853,0.285859044185253,0.921530766170674,-1.54896733331624,2.10318542279643
"110",0.285537148536972,0.294305492972954,1.23848002805486,-2.16237188377288,2.74334491882765
"183",0.28712043740035,0.274667825396425,0.738987587304008,-1.15584250740747,1.76699811179291
"343",0.292023026542022,0.283043862211942,1.45150172195766,-2.5920802383501,3.18710330546281
"136",0.292134836634453,0.286701418423146,1.45023856105204,-2.62217813778412,3.14606762687774
"266",0.292551792352687,0.281892041301712,1.45066011852475,-2.68916826950102,3.09902770223612
"156",0.292774068101955,0.284917209464331,1.45088079666637,-2.55937920602127,3.21014293016273
"144",0.293365224242182,0.28033728687793,1.44931975415524,-2.57754100718434,3.1771995712181
"202",0.293387775984431,0.286174948443086,1.44956776669132,-2.63917925101146,3.13644828634281
"404",0.293726355654177,0.283940845119149,1.45019028473266,-2.5600723149429,3.20759315556427
"439",0.294104539293895,0.28004376707773,1.44917949139425,-2.63259484038779,3.14423303794571
"89",0.320452916972821,0.319350640342265,0.922079859166118,-1.48213984469201,2.17466757285565
"331",0.322515521821773,0.338830517297862,0.787241361161172,-1.26839727595865,1.84495803055931
"334",0.324183284254801,0.32113039621903,0.916915203165573,-1.48783123349343,2.15286657535186
"382",0.325353275107999,0.324308940180314,0.919850117459271,-1.49480625500925,2.15918157707331
"120",0.330227528475336,0.317188130099157,0.756351332198814,-1.16279503127494,1.83417551263129
"176",0.331481338827668,0.339279061126142,0.750576577509702,-1.17573027461065,1.7922366484658
"98",0.36159644522186,0.343768028485673,0.799357261446857,-1.21602407350955,1.94909963576311
"12",0.369402317237631,0.367547335925589,1.23971084662331,-2.07642441485816,2.83356079623803
"274",0.372914172620371,0.369400638067968,0.932803422778372,-1.42888667906091,2.25451053445967
"468",0.377374921983973,0.355409675156518,0.808805311835705,-1.21000432923263,1.99036548751101
"284",0.380090105312383,0.3716889315094,0.911999069905265,-1.41604136806163,2.18079497859378
"108",0.385312072627271,0.367002425455266,0.790624164964081,-1.17780039256932,1.94683117498275
"328",0.385368827594023,0.372244947321137,0.701541457974371,-0.958705801318444,1.80840054192215
"329",0.390380235554249,0.367124544769922,0.797498915175014,-1.15795241189186,1.97990476580529
"66",0.396727152871537,0.380236056208303,0.783831860674865,-1.13504756294294,1.96669852765818
"201",0.399028458573648,0.399340510579904,0.858630665403806,-1.30153536986267,2.10094736113641
"400",0.411613471038955,0.395389401037765,0.702566838499063,-0.947816540831931,1.82109742218534
"216",0.417151017206955,0.390948441456902,0.835147796531832,-1.20644531030008,2.08654593789749
"476",0.424621869757039,0.408636738631812,0.766176470019779,-1.0573743315619,1.96757196096544
"192",0.42587461480611,0.419879888573239,0.935267590007899,-1.39582232877018,2.31550979293484
"336",0.429228862064982,0.40196833702814,1.02192894880536,-1.53145412661379,2.50277599166827
"424",0.42989557201827,0.411147531616325,0.765575681620374,-1.05554373763755,1.95978175282756
"506",0.43154107266443,0.41934442617234,0.915272219263759,-1.38897315569661,2.24428207478767
"227",0.434804877754377,0.427081002796806,0.929675761826261,-1.42792354289894,2.24981105498018
"106",0.436046666349604,0.427616389119765,0.930814143885996,-1.41739205579956,2.27117394003951
"220",0.448685988469798,0.433231636864025,0.695692645258161,-0.906271217880869,1.83561931467057
"531",0.449429774757543,0.439567783801176,0.922894219864454,-1.36959292578236,2.27738996289612
